FID,OBJECTID,AWNING,CROSS_STRE,ON_STREET,Lat,Lon,Type,Name,Address
1146,5693,NO,E Union St,Martin L King Jr Way,47.61272495,-122.2962899, , , 
1147,5694,NO,E Olive St,Martin L King Jr Way,47.61623562,-122.2962446, , , 
1148,5695,NO,E John St,Martin L King Jr Way E,47.62001266,-122.2961788, , , 
1149,5696,NO,S Shelton St,15th Ave S,47.55816356,-122.313321, , , 
1150,5697,NO,S Dawson St,15th Ave S,47.55583085,-122.3133387, , , 
1151,5698,NO,S Lucile St,15th Ave S,47.55369697,-122.3133549, , , 
1152,5699,NO,Stanley Ave S,S Albro Pl,47.54684925,-122.3150045, , , 
1153,5700,NO,S Bailey St,13th Ave S,47.54773398,-122.3161877, , , 
1154,5701,NO,Greenwood Ave N,N 85th St,47.69066012,-122.3556515, , , 
1155,5702,NO,8th Ave NW,NW 85th St,47.69057832,-122.3654541, , , 
1156,5703,NO,W Dravus St,3rd Ave W,47.64899937,-122.3607693, , , 
1157,5712,NO,48th Ave S,S Othello St,47.5370088,-122.2729943, , , 
1158,5713,NO,Rainier Ave S,S Othello St,47.53701918,-122.2707453, , , 
1159,5715,NO,Aurora Ave N,N 130th St,47.72316429,-122.3445942, , , 
1160,5716,NO,Linden Ave N,N 130th St,47.72315271,-122.3477212, , , 
1161,5717,NO,Four Freedoms Home AcRd,Four Freedoms Home AcRd,47.72608355,-122.3479936, , , 
1162,5718,NO,Dayton Ave N,N 130th St,47.72315139,-122.3524511, , , 
1163,5719,NO,Greenwood Ave N,N 130th St,47.72315829,-122.3549635, , , 
1164,5720,NO,Evanston Ave N,N 130th St,47.72328624,-122.3517757, , , 
1165,5721,NO,Linden Ave N,N 130th St,47.72328964,-122.3484128, , , 
1166,5722,NO,Ashworth Ave N,N 130th St,47.72327297,-122.3403402, , , 
1167,5723,NO,Meridian Ave N,N 130th St,47.72327093,-122.3344936, , , 
1168,5724,NO,W Armour St,3rd Ave W,47.64533067,-122.3607809, , , 
1169,5725,NO,W Raye St,3rd Ave W,47.64342042,-122.3607877, , , 
1170,5726,NO,3rd Ave W,W McGraw St,47.63966018,-122.3605098, , , 
1171,5727,NO,Queen Anne Ave N,W McGraw St,47.63965887,-122.3572215, , , 
1172,5728,NO,W Garfield St,Queen Anne Ave N,47.63356573,-122.3570703, , , 
1173,5729,NO,W McGraw St,3rd Ave W,47.63983884,-122.3610154, , , 
1174,5730,NO,W Smith St,3rd Ave W,47.64153277,-122.3610038, , , 
1175,5731,NO,W Raye St,3rd Ave W,47.6430643,-122.360993, , , 
1176,5732,NO,W Fulton St,3rd Ave W,47.64530339,-122.3609838, , , 
1177,5758,NO,W Dravus St,3rd Ave W,47.64882718,-122.3609731, , , 
1178,5831,NO,Rainier Ave S,S Othello St,47.53690912,-122.2698568, , , 
1179,5832,NO,48th Ave S,S Othello St,47.53687729,-122.2721807, , , 
1180,5839,NO,S Orcas St,15th Ave S,47.55107612,-122.3135805, , , 
1181,5840,NO,S Lucile St,15th Ave S,47.55316307,-122.3135619, , , 
1182,5841,NO,S Dawson St,15th Ave S,47.55541004,-122.3135445, , , 
1183,5842,NO,S Shelton St,15th Ave S,47.55767379,-122.3135273, , , 
1184,5843,NO,S Angeline St,15th Ave S,47.56069278,-122.3135044, , , 
1185,5844,NO,S Oregon St,15th Ave S,47.56338076,-122.3135994, , , 
1186,5845,NO,S Spokane St,15th Ave S,47.57143205,-122.3134961, , , 
1187,5846,NO,S Doris St,Airport Way S,47.54987003,-122.3176347, , , 
1188,5847,NO,S Lucile St,Airport Way S,47.55319581,-122.3209602, , , 
1189,5848,NO,S Edmunds St,Airport Way S,47.55959147,-122.3233532, , , 
1190,5849,NO,S Snoqualmie St,Airport Way S,47.56157424,-122.3231739, , , 
1191,5850,NO,S Industrial Way,Airport Way S,47.56389779,-122.3229449, , , 
1192,5851,NO,S Dakota St,Airport Way S,47.56658972,-122.3227639, , , 
1193,5852,NO,S Bradford St,Airport Way S,47.56869768,-122.3227737, , , 
1194,5853,NO,S Spokane St,Airport Way S,47.57104775,-122.3226237, , , 
1195,5854,NO,S Andover St,Airport Way S,47.56831038,-122.322563, , , 
1196,5855,NO,46th Ave S,S Othello St,47.53685197,-122.2747728, , , 
1197,5856,NO,42nd Ave S,S Othello St,47.53698953,-122.2804515, , , 
1198,5857,NO,S Holly Park Dr,S Myrtle Pl,47.5373127,-122.2871284, , , 
1199,5858,NO,32nd Ave S,S Myrtle Pl,47.53873693,-122.291267, , , 
1200,5859,NO,Beacon Ave S,S Myrtle St,47.53887577,-122.2956638, , , 
1201,5860,NO,Mars Ave S,Swift Ave S,47.54277502,-122.3035529, , , 
1202,5861,NO,S Eddy St,Swift Ave S,47.54512612,-122.305933, , , 
1203,5862,NO,18th Ave S,Swift Ave S,47.54775051,-122.3094971, , , 
1204,5873,NO,S Hanford St,15th Ave S,47.57489544,-122.3134677, , , 
1205,5874,NO,S Stevens St,15th Ave S,47.57667124,-122.3134544, , , 
1206,5875,YES,Alder St,9th Ave,47.60346636,-122.3229476, , , 
1207,5876,NO,Cherry St,9th Ave,47.60608419,-122.3253431, , , 
1208,5877,NO,Marion St,9th Ave,47.60747681,-122.3266176, , , 
1209,5878,NO,E Yesler Way,Boren Ave,47.60185633,-122.3181057, , , 
1210,5879,NO,Terrace St,Broadway,47.6046345,-122.3208321, , , 
1211,5880,NO,Terrace St,Broadway,47.60537935,-122.3208354, , , 
1212,5881,NO,Marion St,Broadway,47.609904,-122.3208443, , , 
1213,5882,NO,E Union St,Broadway,47.61270662,-122.320849, , , 
1214,5883,NO,S Adams St,Airport Way S,47.56660819,-122.3225606, , , 
1215,5884,NO,S Industrial Way,Airport Way S,47.56447921,-122.3226838, , , 
1216,5885,NO,S Alaska St,Airport Way S,47.56166157,-122.322963, , , 
1217,5886,NO,S Edmunds St,Airport Way S,47.55994482,-122.3231412, , , 
1218,5887,NO,Corson Ave S,Airport Way S,47.55238299,-122.31992, , , 
1219,5888,NO,S Vale St,Airport Way S,47.54945955,-122.3169795, , , 
1220,5889,NO,S Bailey St,13th Ave S,47.54826215,-122.3159714, , , 
1221,5890,NO,Ellis Ave S,East Marginal Way S,47.53879051,-122.320938, , , 
1222,5891,NO,S Myrtle St,Ellis Ave S,47.53953464,-122.3204368, , , 
1223,5892,NO,S Warsaw St,Ellis Ave S,47.54379319,-122.3190657, , , 
1224,5893,NO,Corson Ave S,East Marginal Way S,47.54057316,-122.323934, , , 
1225,5894,NO,East Marginal Way S,East Marginal Way S,47.54223464,-122.3268, , , 
1226,5895,NO,S Front St,4th Ave S,47.5476479,-122.3296709, , , 
1227,5896,NO,NE 123rd St,5th Ave NE,47.7177203,-122.3236272, , , 
1228,5897,NO,5th Ave NE,Banner Way NE,47.6849826,-122.3226805, , , 
1229,5898,NO,5th Ave NE,Banner Way NE,47.68478973,-122.32271, , , 
1230,5899,NO,NE 80th St,5th Ave NE,47.68653997,-122.3230345, , , 
1231,5900,NO,SW Roxbury St,35th Ave SW,47.51786302,-122.3769537, , , 
1232,5901,NO,SW Cambridge St,35th Ave SW,47.51903484,-122.3768879, , , 
1233,5902,NO,SW Barton St,35th Ave SW,47.52082013,-122.3768514, , , 
1234,5903,NO,SW Trenton St,35th Ave SW,47.52439322,-122.3767333, , , 
1235,5904,NO,SW Cloverdale St,35th Ave SW,47.52585619,-122.3767227, , , 
1236,5905,NO,SW Henderson St,16th Ave SW,47.5230096,-122.3551891, , , 
1237,5906,NO,SW Cloverdale St,16th Ave SW,47.52624492,-122.3551606, , , 
1238,5907,NO,SW Thistle St,16th Ave SW,47.5280427,-122.3551509, , , 
1239,5909,NO,SW Elmgrove St,16th Ave SW,47.52983305,-122.3551414, , , 
1240,5910,NO,SW Kenyon St,16th Ave SW,47.53162922,-122.3551323, , , 
1241,5911,NO,SW Thistle St,Delridge Way SW,47.52856559,-122.3603427, , , 
1242,5912,NO,SW Kenyon St,Delridge Way SW,47.53208715,-122.3603242, , , 
1243,5913,NO,SW Trenton St,Delridge Way SW,47.52439991,-122.3603616, , , 
1244,5914,NO,Dumar Way SW,SW Austin St,47.53448544,-122.3558908, , , 
1245,5915,NO,3rd Ave SW,Olson Pl SW,47.51968477,-122.338531, , , 
1246,5916,NO,Olson-Myers Way P&R AcRd,Olson-Myers Way P&R AcRd,47.5196019,-122.336177, , , 
1247,5917,NO,3rd Ave SW,Olson Pl SW,47.51972426,-122.3382045, , , 
1248,5918,NO,5th Ave SW,SW Roxbury St,47.51716943,-122.3411114, , , 
1249,5919,NO,SW 99th St,8th Ave SW,47.51567714,-122.3453637, , , 
1250,5920,NO,12th Ave SW,SW Roxbury St,47.51725827,-122.3503152, , , 
1251,5921,NO,15th Ave SW,SW Roxbury St,47.517296,-122.3535531, , , 
1252,5922,NO,SW Yancy St,SW Avalon Way,47.56787779,-122.3706507, , , 
1253,5923,NO,SW Genesee St,SW Avalon Way,47.56494411,-122.3722626, , , 
1254,5924,NO,SW Oregon St,Fauntleroy Way SW,47.562932,-122.3790492, , , 
1255,5925,NO,SW Bradford St,SW Avalon Way,47.56886163,-122.370832, , , 
1256,5926,NO,42nd Ave SW,SW Alaska St,47.56100449,-122.3849763, , , 
1257,5927,NO,California Ave SW,SW Alaska St,47.56105165,-122.3868536, , , 
1258,5928,NO,44th Ave SW,SW Edmunds St,47.55940152,-122.3880041, , , 
1259,5929,NO,SW Dawson St,California Ave SW,47.55594087,-122.3868121, , , 
1260,5930,NO,SW Thistle St,35th Ave SW,47.52803286,-122.3767228, , , 
1261,5931,NO,SW Raymond St,California Ave SW,47.54874504,-122.3870199, , , 
1262,5932,NO,Fauntleroy Way SW,California Ave SW,47.54530293,-122.3870942, , , 
1263,5933,NO,SW Myrtle St,Fauntleroy Way SW,47.5398583,-122.3904896, , , 
1264,5934,NO,SW Trenton St,Delridge Way SW,47.52435855,-122.3605638, , , 
1265,5935,NO,SW Rose St,Fauntleroy Way SW,47.52999435,-122.3925999, , , 
1266,5936,NO,SW Barton St,Fauntleroy Way SW,47.52316891,-122.3928866, , , 
1267,5937,NO,45th Ave SW,SW Wildwood Pl,47.52099452,-122.3905988, , , 
1268,5938,NO,SW Wildwood Pl,SW Brace Point Dr,47.52047099,-122.389309, , , 
1269,5939,NO,NW 85th St,24th Ave NW,47.69091472,-122.3874773, , , 
1270,5940,NO,NW 83rd St,24th Ave NW,47.68860123,-122.3874844, , , 
1271,5941,NO,W Ruffner St,West Viewmont Way W,47.65222749,-122.4105375, , , 
1272,5942,NO,NW 75th St,24th Ave NW,47.68336538,-122.3874452, , , 
1273,5943,NO,NW 70th St,24th Ave NW,47.67972529,-122.3874269, , , 
1274,5944,NO,NW 65th St,24th Ave NW,47.67613367,-122.3874191, , , 
1275,5945,NO,NW 57th St,24th Ave NW,47.67029124,-122.3874711, , , 
1276,5946,NO,W Mercer Pl,Elliott Ave W,47.62640558,-122.3679385, , , 
1277,5947,NO,SW Findlay St,California Ave SW,47.55236375,-122.3869147, , , 
1278,5948,NO,6th Ave W,Elliott Ave W,47.62334353,-122.3639879, , , 
1279,5949,NO,4th Ave W,Elliott Ave W,47.62152552,-122.3618246, , , 
1280,5950,NO,2nd Ave W,Western Ave W,47.61995723,-122.3594904, , , 
1281,5951,NO,2nd Ave W,Western Ave W,47.6199512,-122.3597886, , , 
1282,5952,NO,W Harrison St,Elliott Ave W,47.62230538,-122.3630135, , , 
1283,5953,NO,W Mercer St,Elliott Ave W,47.62452234,-122.3656435, , , 
1284,5954,NO,W Roy St,Elliott Ave W,47.62642211,-122.3682386, , , 
1285,5955,NO,NW 57th St,24th Ave NW,47.66996207,-122.387674, , , 
1286,5956,NO,NW 65th St,24th Ave NW,47.6755481,-122.3876746, , , 
1287,5957,NO,NW 70th St,24th Ave NW,47.6791975,-122.3876276, , , 
1288,5958,NO,NW 75th St,24th Ave NW,47.68298617,-122.3876446, , , 
1289,5959,NO,NW 77th St,24th Ave NW,47.68472377,-122.3876677, , , 
1290,5960,NO,NW 80th St,24th Ave NW,47.68660502,-122.3876784, , , 
1291,5961,NO,NW 85th St,24th Ave NW,47.6903239,-122.3876852, , , 
1292,5962,NO,Earl Ave NW,NW 85th St,47.69049886,-122.3916027, , , 
1293,5963,NO,NW 77th St,24th Ave NW,47.68514417,-122.3874689, , , 
1294,5964,NO,NW 90th St,28th Ave NW,47.69430106,-122.3930083, , , 
1295,5965,NO,NW 93rd St,28th Ave NW,47.69657005,-122.3929886, , , 
1296,5966,NO,NW Golden Dr,Triton Dr NW,47.69832393,-122.3936601, , , 
1297,5967,NO,27th Ave NW,Triton Dr NW,47.70004825,-122.3925148, , , 
1298,5968,NO,24th Ave NW,NW Neptune Pl,47.70063766,-122.3877347, , , 
1299,5969,NO,NW 96th St,24th Ave NW,47.69902506,-122.3874449, , , 
1300,5970,NO,NW 95th St,24th Ave NW,47.6983124,-122.3874464, , , 
1301,5971,NO,NW 90th St,24th Ave NW,47.69475457,-122.3874547, , , 
1302,5972,NO,NW 87th St,24th Ave NW,47.69237567,-122.3874601, , , 
1303,5973,NO,W Mercer St,Elliott Ave W,47.62543197,-122.3665963, , , 
1304,5974,NO,SW Juneau St,Fauntleroy Way SW,47.55010522,-122.3827287, , , 
1305,5975,NO,SW Edmunds St,Fauntleroy Way SW,47.55893978,-122.3815439, , , 
1306,5976,NO,SW Alaska St,Fauntleroy Way SW,47.56048933,-122.3813497, , , 
1307,5977,NO,SW Dawson St,Fauntleroy Way SW,47.55593146,-122.3813992, , , 
1308,5978,NO,SW Juneau St,Fauntleroy Way SW,47.55043018,-122.3819745, , , 
1309,5979,NO,SW Morgan St,Fauntleroy Way SW,47.5449884,-122.3860661, , , 
1310,5980,NO,Golden Gardens Dr NW,View Ave NW,47.69428033,-122.4007416, , , 
1311,5981,NO,NW 87th St,Golden Gardens Dr NW,47.69258353,-122.398695, , , 
1312,5982,NO,NW 61st St,24th Ave NW,47.67289203,-122.3876731, , , 
1313,5983,NO,Loyal Way NW,32nd Ave NW,47.68859303,-122.3981823, , , 
1314,5984,NO,NW 80th St,32nd Ave NW,47.68698238,-122.3981775, , , 
1315,5985,NO,NW 77th St,32nd Ave NW,47.68508603,-122.3981944, , , 
1316,5986,NO,NW 75th St,32nd Ave NW,47.68322961,-122.3981846, , , 
1317,5987,NO,NW 73rd St,32nd Ave NW,47.68185271,-122.3982788, , , 
1318,5988,NO,NW 69th St,32nd Ave NW,47.67865716,-122.3982639, , , 
1319,5989,NO,NW 66th St,32nd Ave NW,47.67676385,-122.3982547, , , 
1320,5990,NO,NW 62nd St,32nd Ave NW,47.673878,-122.3982581, , , 
1321,5991,NO,NW 60th St,32nd Ave NW,47.67240161,-122.3982384, , , 
1322,5992,NO,NW 58th St,32nd Ave NW,47.67116498,-122.3982138, , , 
1323,5993,NO,NW 87th St,28th Ave NW,47.69207765,-122.3930279, , , 
1324,5994,NO,NW Market St,32nd Ave NW,47.66854841,-122.3982013, , , 
1325,5995,NO,30th Ave NW,NW Market St,47.66870321,-122.3960354, , , 
1326,5996,NO,32nd Ave NW,NW 54th St,47.66773049,-122.3969122, , , 
1327,5997,NO,NW Market St,NW 54th St,47.66837604,-122.3952842, , , 
1328,5998,NO,28th Ave NW,NW Market St,47.66872078,-122.393939, , , 
1329,5999,NO,28th Ave NW,NW Market St,47.66871888,-122.3926229, , , 
1330,6000,NO,42nd Ave SW,Fauntleroy Way SW,47.54514199,-122.385994, , , 
1331,2841,NO,Montlake Blvd E,SR 520 Ramp,47.64415556,-122.3037862, , , 
1332,2843,NO,Montlake Blvd E,SR 520 Ramp,47.64459221,-122.3027933, , , 
1333,2966,NO,S Bangor St,Renton Ave S,47.50601551,-122.2542865, , , 
1334,2967,NO,S Thistle St,Martin L King Jr Way S,47.5274966,-122.2800897, , , 
1335,2983,NO,S Hanford St,Martin L King Jr Way S,47.57501603,-122.2965638, , , 
1336,2986,NO,SW Othello St,Highland Park Way SW,47.53835342,-122.3466038, , , 
1337,2987,NO,SW Othello St,Highland Park Way SW,47.53659126,-122.3469125, , , 
1338,2988,NO,SW 110th St,16th Ave SW,47.50506279,-122.3550094, , , 
1339,2997,NO,S Webster St,Martin L King Jr Way S,47.53531112,-122.2805087, , , 
1340,2998,NO,Renton Ave S,51st Ave S,47.51741988,-122.2699011, , , 
1341,6001,NO,NW Vernon Pl,Leary Ave NW,47.66720066,-122.3826137, , , 
1342,6002,NO,NW Ione Pl,Leary Ave NW,47.6655189,-122.3806326, , , 
1343,6003,NO,15th Ave NW,NW Leary Way,47.66372852,-122.3770756, , , 
1344,6004,NO,Loyal Way NW,32nd Ave NW,47.6900195,-122.3981866, , , 
1345,6005,NO,W Emerson St,W Nickerson St,47.65418109,-122.3754533, , , 
1346,6006,NO,NW Ione Pl,Leary Ave NW,47.66535778,-122.3807021, , , 
1347,6007,NO,NW Vernon Pl,Leary Ave NW,47.66731225,-122.3830046, , , 
1348,6008,NO,Ballard Ave NW,NW Market St,47.66860494,-122.385449, , , 
1349,6009,NO,32nd Ave NW,NW Market St,47.66868796,-122.3981824, , , 
1350,6010,NO,3rd Ave W,W Mercer St,47.62452471,-122.3606948, , , 
1351,6011,NO,NW 75th St,15th Ave NW,47.68298425,-122.3768657, , , 
1352,6012,NO,NW 100th St,15th Ave NW,47.70124534,-122.3768575, , , 
1353,6013,NO,E Republican St,Bellevue Ave E,47.62318315,-122.3266789, , , 
1354,6014,NO,E Republican St,19th Ave E,47.62339847,-122.3071859, , , 
1355,6015,NO,Ballard Ave NW,NW Market St,47.6687429,-122.3863575, , , 
1356,6016,YES,Fauntleroy Way SW,Fauntleroy Ferry Trm,47.52311294,-122.395494, , , 
1357,6017,NO,11th Ave W,W Nickerson St,47.6548981,-122.3716772, , , 
1358,6018,NO,Jesse Ave W,W Nickerson St,47.65395505,-122.37008, , , 
1359,6019,NO,8th Ave W,W Nickerson St,47.65236997,-122.3673471, , , 
1360,6020,NO,6th Ave W,W Nickerson St,47.65178498,-122.3647985, , , 
1361,6021,NO,3rd Ave W,W Nickerson St,47.65097973,-122.3612342, , , 
1362,6022,NO,Warren Ave N,Nickerson St,47.64841939,-122.3545471, , , 
1363,6023,NO,W Emerson St,W Nickerson St,47.65440989,-122.3757176, , , 
1364,6024,NO,28th Ave NW,NW Market St,47.66858252,-122.3924794, , , 
1365,6025,NO,NW Market St,32nd Ave NW,47.66804082,-122.3984019, , , 
1366,6026,NO,NW Market St,32nd Ave NW,47.66826014,-122.3984029, , , 
1367,6027,NO,NW 56th St,32nd Ave NW,47.66959806,-122.3984088, , , 
1368,6028,NO,32nd Ave NW,NW Market St,47.66855293,-122.3978961, , , 
1369,6029,NO,Summit Ave,Madison St,47.61036297,-122.3224668, , , 
1370,6030,NO,Broadway Ct,E Madison St,47.61162346,-122.3198352, , , 
1371,6031,NO,E Harrison St,19th Ave E,47.62189614,-122.3074134, , , 
1372,6032,NO,34th Ave,E Spring St,47.61169184,-122.2895579, , , 
1373,6033,NO,14th Ave,E Jefferson St,47.60611628,-122.3137661, , , 
1374,6034,NO,Broadway,Jefferson St,47.60612802,-122.3211375, , , 
1375,6035,NO,18th Ave,E Jefferson St,47.60623271,-122.3088856, , , 
1376,6036,NO,32nd Ave,E Cherry St,47.60803021,-122.2919796, , , 
1377,6037,YES,S Jackson St,23rd Ave S,47.59905625,-122.3023191, , , 
1378,6038,NO,3rd Ave N,Nickerson St,47.64709452,-122.3516711, , , 
1379,6039,NO,4th Ave N,Dexter Ave N,47.64545637,-122.3490205, , , 
1380,6040,NO,4th Ave N,Dexter Ave N,47.64389574,-122.3459542, , , 
1381,6041,NO,Wheeler St,Dexter Ave N,47.64120612,-122.3445232, , , 
1382,6042,NO,Newton St,Dexter Ave N,47.63610346,-122.3423501, , , 
1383,6043,NO,Galer St,Dexter Ave N,47.63246042,-122.3421627, , , 
1384,6044,NO,Aloha St,Dexter Ave N,47.62740648,-122.342208, , , 
1385,6045,NO,NW 59th St,32nd Ave NW,47.67135398,-122.3984177, , , 
1386,6046,NO,NW 61st St,32nd Ave NW,47.67277186,-122.3984515, , , 
1387,6047,NO,NW 64th St,32nd Ave NW,47.67447278,-122.3984637, , , 
1388,6048,NO,NW 70th St,32nd Ave NW,47.67924043,-122.3984694, , , 
1389,6049,NO,NW 77th St,32nd Ave NW,47.68497409,-122.398398, , , 
1390,6050,NO,N 140th St,Meridian Ave N,47.73043372,-122.3341204, , , 
1391,6051,NO,Burke Ave N,N 122nd St,47.71718325,-122.3364341, , , 
1392,6052,NO,College Way N,North Seattle College AcRd,47.6978222,-122.3327267, , , 
1393,6053,NO,NE 80th St,1st Ave NE,47.68662581,-122.3282134, , , 
1394,6054,NO,25th Ave S,S Plum St,47.58540911,-122.3000618, , , 
1395,6055,NO,S Bayview St,Martin L King Jr Way S,47.58099538,-122.296905, , , 
1396,6056,NO,39th Ave E,E Madison St,47.63242207,-122.2828133, , , 
1397,6057,NO,23rd Ave E,E Madison St,47.61925558,-122.3022585, , , 
1398,6058,NO,17th Ave,E Madison St,47.6155131,-122.3105001, , , 
1399,6059,NO,Lake Washington Blvd,E Madison St,47.62591435,-122.2927132, , , 
1400,6060,NO,E Newton St,42nd Ave E,47.6367165,-122.2785422, , , 
1401,6061,NO,S Dearborn St,31st Ave S,47.59550632,-122.2927955, , , 
1402,6062,NO,20th Pl S,S Jackson St,47.59932752,-122.3046252, , , 
1403,6063,NO,Roy St,Dexter Ave N,47.6253197,-122.342226, , , 
1404,6064,YES,Harrison St,Dexter Ave N,47.62239914,-122.3422521, , , 
1405,6065,NO,7th Ave,Bell St,47.61716137,-122.3417274, , , 
1406,6066,NO,Denny Way,Dexter Ave,47.61829673,-122.3424891, , , 
1407,6067,NO,Wallingford Ave N,N 45th St,47.66131162,-122.3356207, , , 
1408,6068,NO,N 50th St,Meridian Ave N,47.66482112,-122.333807, , , 
1409,6069,NO,N 77th St,1st Ave NE,47.68485796,-122.3283927, , , 
1410,6070,NO,N 90th St,Wallingford Ave N,47.69424342,-122.3365675, , , 
1411,6071,NO,Meridian Ave N,N 128th St,47.72207681,-122.3345505, , , 
1412,6074,NO,E Garfield St,Grandview Pl E,47.63407059,-122.311785, , , 
1413,6075,NO,E Roy St,15th Ave E,47.62502236,-122.3126802, , , 
1414,6076,NO,E Howe St,10th Ave E,47.63615179,-122.3199716, , , 
1415,6077,NO,E Harrison St,Broadway  E,47.62218881,-122.3207931, , , 
1416,6078,YES,Convention Pl,Pike St,47.61241382,-122.3312031, , , 
1417,6079,NO,Roy St,Dexter Ave N,47.62515027,-122.3424298, , , 
1418,6080,NO,Aloha St,Dexter Ave N,47.62723185,-122.3424124, , , 
1419,6081,NO,Galer St,Dexter Ave N,47.63195246,-122.3423687, , , 
1420,6082,NO,Howe St,Dexter Ave N,47.63571697,-122.3423839, , , 
1421,6083,NO,Crockett St,Dexter Ave N,47.63735984,-122.3433028, , , 
1422,6084,NO,6th Ave N,Dexter Ave N,47.64014409,-122.344428, , , 
1423,6086,NO,8th Ave NE,Weedin Pl NE,47.67685421,-122.3203865, , , 
1424,6087,NO,8th Ave NE,NE Ravenna Blvd,47.6745446,-122.3204965, , , 
1425,6092,NO,SW Admiral Way,63rd Ave SW,47.57623728,-122.4132251, , , 
1426,6093,NO,SW Waite St,SW Admiral Way,47.58104084,-122.3922502, , , 
1427,6094,NO,Seneca St,Boren Ave,47.61050667,-122.3263171, , , 
1428,6095,YES,E Denny Way,Broadway,47.61853422,-122.3209376, , , 
1429,6096,NO,Jefferson St,Boren Ave,47.60606135,-122.3220149, , , 
1430,6097,NO,E Newton St,10th Ave E,47.63702425,-122.3201681, , , 
1431,6098,NO,Eastlake Ave E,Harvard Ave E,47.64969772,-122.3221831, , , 
1432,6099,NO,11th Ave NE,NE 47th St,47.66303797,-122.3164058, , , 
1433,6100,NO,NE 115th St,Sand Point Way NE,47.71261128,-122.2818147, , , 
1434,6101,NO,NE 95th St,Sand Point Way NE,47.69734503,-122.2774995, , , 
1435,6102,NO,NOAA AcRd,NOAA AcRd,47.68550435,-122.2552206, , , 
1436,6103,NO,NE 50th St,Sand Point Way NE,47.66465061,-122.2828494, , , 
1437,6104,NO,Wheeler St,Dexter Ave N,47.64351479,-122.3458489, , , 
1438,6105,NO,4th Ave N,Dexter Ave N,47.6454059,-122.3492242, , , 
1439,6106,NO,Warren Ave N,Nickerson St,47.64825721,-122.3545555, , , 
1440,6107,NO,Queen Anne Ave N,W Nickerson St,47.64978944,-122.3578882, , , 
1441,6108,NO,3rd Ave W,W Nickerson St,47.65046069,-122.3595719, , , 
1442,6109,NO,8th Ave W,W Nickerson St,47.65211674,-122.3668746, , , 
1443,6110,NO,Jesse Ave W,W Nickerson St,47.65377278,-122.3700796, , , 
1444,6111,NO,12th Ave W,W Nickerson St,47.65496784,-122.3721041, , , 
1445,6112,NO,SW City View St,SW Admiral Way,47.57403975,-122.3734517, , , 
1446,6113,NO,SW Olga St,SW Admiral Way,47.58024587,-122.3767694, , , 
1447,6114,NO,SW Stevens St,SW Admiral Way,47.57857781,-122.4008969, , , 
1448,6115,NO,NW 100th St,14th Ave NW,47.7017767,-122.3739741, , , 
1449,6116,NO,NW 75th St,15th Ave NW,47.68306546,-122.376663, , , 
1450,6117,NO,NE 50th St,40th Ave NE,47.66508332,-122.2846737, , , 
1451,6118,NO,25th Ave NE,NE 55th St,47.66845103,-122.3001984, , , 
1452,6119,NO,University Way NE,NE 50th St,47.66482359,-122.3126344, , , 
1453,6120,NO,Mercer St,Fairview Ave N,47.62403026,-122.3344439, , , 
1454,6121,NO,NE 55th St,20th Ave NE,47.66826782,-122.3065663, , , 
1455,6122,NO,33rd Ave NE,NE 55th St,47.66857838,-122.2929936, , , 
1456,6123,NO,40th Ave NE,Sand Point Way NE,47.66273281,-122.285178, , , 
1457,6124,NO,NE 70th St,Sand Point Way NE,47.67908479,-122.263699, , , 
